document_index	document	synthetic_query	__index_level_0__	Context_Relevance_Label	generated_answer	Answer_Faithfulness_Label	Answer_Relevance_Label
19140	Wilk started his career as a drummer for Greta in 1990, and helped co-found Rage with Tom Morello and Zack de la Rocha in August 1991. Following that band's breakup in October 2000 Wilk, Morello, Rage Against the Machine bassist Tim Commerford, and Soundgarden front man Chris Cornell formed the supergroup Audioslave, which broke up in 2007. As of 2016, he is playing in the band Prophets of Rage, with Commerford, Morello, Chuck D, B-Real and DJ Lord.	Brad Wilk was a member of Rage Against the Machine.	4416.0	Yes	REFUTES	No	No
17836	Southpaw is a 2015 American sports drama film directed by Antoine Fuqua, written by Kurt Sutter and starring Jake Gyllenhaal, Forest Whitaker and Rachel McAdams. The film follows a boxer who sets out to get his life back on track after losing his wife in an accident and his young daughter to protective services. The film was released on July 24, 2015, by The Weinstein Company. The film received mixed reviews from critics, while Gyllenhaal and Laurence's performances received positive reviews.	Southpaw was released in 2015.	3399.0	Yes	REFUTES	No	No
22515	"Also Jamaican doctors have warned of the dangers of daggering, after having many cases of damaged penis tissue. The condition can result in permanent damage, and therefore must be taken seriously. Jamaican doctors assert that those trying to replicate the powerful moves of daggering in the bedroom can end up with dramatic injuries. They say the incidence of broken penises has increased in the past year, according to an article in the ""Jamaican Star""."	Jamaican doctors have warned of the dangers of daggering.	15987.0	Yes	SUPPORTS	Yes	Yes
3398	In 2009, Live Nation and Ticketmaster, a concert promotion firm and ticketing company, reached an agreement to merge. The new company received regulatory approval and was named Live Nation Entertainment. Michael Rapino, then-CEO of Live Nation, became the new company’s CEO, while Ticketmaster CEO Irving Azoff was named executive chairman.	Michael Rapino was a CEO.	15035.0	Yes	REFUTES	No	No
7345	"SummerSlam is a professional wrestling pay-per-view (PPV) event, produced annually in August by professional wrestling promotion WWE. Dubbed as ""The Biggest Party of the Summer,"" it is one of the original ""Big Four"" pay-per-view events of WWE (along with WrestleMania, Royal Rumble and Survivor Series) and considered the WWE's second biggest event of the year behind WrestleMania. The inaugural SummerSlam took place on August 29, 1988, at Madison Square Garden in New York City and was broadcast via pay-per-view. From 2009-2014, SummerSlam was held at the Staples Center in Los Angeles. From 2015-2018, the event took place at the Barclays Center in the New York City borough of Brooklyn. SummerSlam 2019 is the first event that is being held in Toronto since SummerSlam 2004."	Moore and his wife lived with her three sisters and brother-in-law.		No			
19903	US Senator from South Dakota Peter Norbeck sponsored the project and secured federal funding; construction began in 1927, and the presidents' faces were completed between 1934 and 1939. Gutzon Borglum died in March 1941, and his son Lincoln took over as leader of the construction project. Each president was originally to be depicted from head to waist, but lack of funding forced construction to end on October 31, 1941.	Is Gutzon Borglum's son named Lincoln?	5315.0	Yes	REFUTES	No	No
12281	"The Mighty Ducks (also known as The Mighty Ducks: Part 1, D1: The Mighty Ducks and Champions) is a 1992 American sports comedy-drama film about a youth league hockey team, directed by Stephen Herek and starring Emilio Estevez. It was produced by The Kerner Entertainment Company and Avnet–Kerner Productions and distributed by Walt Disney Pictures. It was the first film in ""The Mighty Ducks"" film series, and was filmed in several locations in Minnesota."	The Mighty Ducks is a film series.	21605.0	Yes	SUPPORTS	Yes	Yes
1754	"The film presents three stages in the life of the main character; his youth, adolescence, and early adult life. It explores the difficulties he faces with his sexuality and identity, including the physical and emotional abuse he endures growing up. Filmed in Miami, Florida, beginning in 2015, ""Moonlight"" premiered at the Telluride Film Festival on September 2, 2016. Distributed by A24, the film was released in the United States on October 21, 2016, and grossed over $65 million worldwide."	Moonlight was released in the United States.	5232.0	Yes	SUPPORTS	Yes	Yes
22469	"Asylum was founded in 1971 by David Geffen, and partner Elliot Roberts, both of whom had previously worked as agents at the William Morris Agency, and operated a folk/rock label. They had also previously founded their own management company. While unsuccessfully pitching a recording contract for their client Jackson Browne to Atlantic Records president Ahmet Ertegun, Geffen said, ""You'll make a lot of money."" Ertegun replied, ""You know what, David, I have a lot of money. Why don't you start a record company and then you'll have a lot of money."" A deal was then struck in which Ertegun would put up the initial funds, Atlantic Records would distribute Asylum Records, and the profits would be split 50/50."	Queen is a band.		No			
1597	"The Actes and Deidis of the Illustre and Vallyeant Campioun Schir William Wallace (), also known as The Wallace, is a long ""romantic biographical"" poem by the fifteenth-century Scottish ""makar"" of the name Blind Harry probably at some time in the decade before 1488. As the title suggests, it commemorates and eulogises the life and actions of the Scottish freedom fighter William Wallace who lived a century and a half earlier. The poem is historically inaccurate, and mentions several events that never happened. For several hundred years following its publication, ""The Wallace"" was the second most popular book in Scotland after the Bible."	"""The Wallace"" was published."	9895.0	Yes	SUPPORTS	Yes	Yes
2294	"""In the End"" received positive reviews by contemporary rock music critics. VH1 ranked it number 84 on its list of the 100 Greatest Songs of the '00s. The song was also ranked number two by ""Loudwire"" on its list of ""Top 21st century Hard Rock songs"". At ""Stylus"" magazine, it was highlighted as a ""nu metal classic"". At ""Kerrang!"", it was included as part of ""The Ultimate Nu Metal Mixtape"". ""NME"", however, was more critical of the song, calling it ""...another slab of gormless MTV rap rock from the bottom of the food chain."""	"""In the End"" is a song."	7479.0	Yes	SUPPORTS	Yes	Yes
5478	"The pair subsequently planned out a trilogy of British genre-comedies which were connected not by narrative but by their shared traits and motifs. The trilogy was named ""The Three Flavours Cornetto Trilogy"" by the pair due to a running joke about the British ice cream product Cornetto and its effectiveness as a hangover cure. Wright explained to Clark Collis in an interview for ""Entertainment Weekly"", ""We put that joke in ""Shaun of the Dead"" where Nick asks for a Cornetto first thing in the morning. When I was at college, it was my hangover cure—probably still ""is"" my hangover cure. Then we put it into ""Hot Fuzz"" because we thought it would be a funny recurring thing. One journalist in the United Kingdom said, 'Is this going to be your theme as a trilogy?' and I said, 'Yes, it's like Krzysztof Kieślowski's Three Colors trilogy. This is the Three Flavors Cornetto trilogy.' It was just a joke that stuck."" Collis observes that the films also feature ""a running gag involving garden fences."""	The Three Flavours Cornetto Trilogy is a real trilogy.	1867.0	Yes	REFUTES	No	No
22550	The film was selected to open the Panorama section of the 57th Berlin International Film Festival and had its world premiere February 8, 2007. It was distributed in Canada by Odeon Films, with world sales were handled by Bavaria Films International. The film had its North American premiere at the 2007 Toronto International Film Festival on September 12. Canadian theatrical release followed in October 2007. The film was acquired for the United States by THINKFilm, and was released May 9, 2008. After a screening at the Possible Worlds 2007 Canadian Film Festival, the film was acquired for DVD release in Australia and New Zealand by Siren Visual.	The film had its world premiere at the 57th Berlin International Film Festival.	3045.0	Yes	REFUTES	No	No
